-1445.62 657.00 400.00
-892.00 570.00 400.00
-94.88 413.00 400.00
627.75 270.00 400.00
948.75 206.00 400.00
858.38 225.00 400.00
613.50 278.00 400.00
282.38 347.00 400.00
-524.88 499.00 400.00
-833.62 563.00 400.00
-448.62 493.00 400.00
 78.12 389.00 400.00
574.50 292.00 400.00
716.12 263.00 400.00
696.50 270.00 400.00
541.25 304.00 400.00
334.75 348.00 400.00
212.25 376.00 400.00
192.88 383.00 400.00
228.75 378.00 400.00
293.62 367.00 400.00
386.38 351.00 400.00
413.12 347.00 400.00
424.38 347.00 400.00
392.62 355.00 400.00
301.00 374.00 400.00
401.38 359.00 400.00
353.50 368.00 400.00
360.38 369.00 400.00
323.62 377.00 400.00
361.50 372.00 400.00
382.88 369.00 400.00
349.75 376.00 400.00
398.62 369.00 400.00
346.62 379.00 400.00
368.12 377.00 400.00
305.38 389.00 400.00
347.88 383.00 400.00
366.00 380.00 400.00
341.38 385.00 400.00
313.88 391.00 400.00
381.00 380.00 400.00
453.62 367.00 400.00
416.00 374.00 400.00
364.12 385.00 400.00
390.25 382.00 400.00
314.50 396.00 400.00
361.88 389.00 400.00
372.38 387.00 400.00
419.62 379.00 400.00
359.00 390.00 400.00
372.62 389.00 400.00
341.12 395.00 400.00
339.75 396.00 400.00
397.50 386.00 400.00
351.00 394.00 400.00
305.88 403.00 400.00
427.75 382.00 400.00
478.00 372.00 400.00
384.38 389.00 400.00
378.75 392.00 400.00
331.62 401.00 400.00
347.12 399.00 400.00
380.12 393.00 400.00
350.75 398.00 400.00
415.62 387.00 400.00
385.25 392.00 400.00
389.75 392.00 400.00
346.75 400.00 400.00
328.25 404.00 400.00
-250.12 507.00 400.00
-557.25 566.00 400.00
-321.75 522.00 400.00
148.88 429.00 400.00
562.00 346.00 400.00
702.75 316.00 400.00
663.75 324.00 400.00
506.75 356.00 400.00
342.50 390.00 400.00
243.88 411.00 400.00
223.50 416.00 400.00
289.50 404.00 400.00
378.12 387.00 400.00
412.25 380.00 400.00
408.12 381.00 400.00
419.00 380.00 400.00
406.62 383.00 400.00
367.38 391.00 400.00
334.25 398.00 400.00
372.00 392.00 400.00
399.12 387.00 400.00
388.62 389.00 400.00
375.50 392.00 400.00
334.00 400.00 400.00
360.50 396.00 400.00
387.62 391.00 400.00
387.38 391.00 400.00
395.25 390.00 400.00
380.38 393.00 400.00
400.50 390.00 400.00
345.25 400.00 400.00
350.25 400.00 400.00
327.75 404.00 400.00
311.88 407.00 400.00
407.25 390.00 400.00
457.50 380.00 400.00
435.00 384.00 400.00
379.12 395.00 400.00
369.00 398.00 400.00
354.12 401.00 400.00
361.00 400.00 400.00
326.75 406.00 400.00
367.62 399.00 400.00
392.50 394.00 400.00
374.62 397.00 400.00
393.75 394.00 400.00
405.00 392.00 400.00
372.25 398.00 400.00
370.12 399.00 400.00
297.75 412.00 400.00
374.38 399.00 400.00
430.00 388.00 400.00
416.25 390.00 400.00
369.12 399.00 400.00
396.38 395.00 400.00
378.75 398.00 400.00
358.25 402.00 400.00
365.38 401.00 400.00
381.50 398.00 400.00
374.88 399.00 400.00
392.50 396.00 400.00
408.88 393.00 400.00
352.88 403.00 400.00
334.62 407.00 400.00
368.62 401.00 400.00
342.88 405.00 400.00
416.75 392.00 400.00
434.75 388.00 400.00
385.12 397.00 400.00
373.50 400.00 400.00
414.38 393.00 400.00
378.88 399.00 400.00
376.50 400.00 400.00
348.88 405.00 400.00
372.62 401.00 400.00
364.75 402.00 400.00
364.75 402.00 400.00
381.12 399.00 400.00
419.25 392.00 400.00
400.88 395.00 400.00
2040.50 404.00 700.00
1631.50 464.00 700.00
1051.12 583.00 700.00
498.62 697.00 700.00
202.00 760.00 700.00
201.62 763.00 700.00
451.75 716.00 700.00
621.12 681.00 700.00
765.88 653.00 700.00
825.50 642.00 700.00
772.62 653.00 700.00
722.38 665.00 700.00
613.38 687.00 700.00
588.25 694.00 700.00
587.62 695.00 700.00
668.12 681.00 700.00
581.50 696.00 700.00
685.62 679.00 700.00
761.12 665.00 700.00
689.75 678.00 700.00
684.88 681.00 700.00
